audit_question_id,tier,conversation_id,ability,category,source_shape,source_field_present,conversation_reference_present,conversation_references_present,raw_source_ref_count,unique_source_id_count,matched_source_id_count,unmatched_source_id_count,ambiguous_source_id_count,duplicate_source_ref_id_count,source_parse_error
500K::30::information_extraction::2,500K,30,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::30::instruction_following::1,500K,30,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::30::instruction_following::2,500K,30,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::30::knowledge_update::1,500K,30,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::30::knowledge_update::2,500K,30,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::30::multi_session_reasoning::1,500K,30,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::30::multi_session_reasoning::2,500K,30,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::30::preference_following::1,500K,30,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::30::preference_following::2,500K,30,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::30::summarization::1,500K,30,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,13,13,13,0,0,0,
500K::30::summarization::2,500K,30,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,7,7,7,0,0,0,
500K::30::temporal_reasoning::1,500K,30,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::30::temporal_reasoning::2,500K,30,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::31::abstention::1,500K,31,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::31::abstention::2,500K,31,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::31::contradiction_resolution::1,500K,31,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::31::contradiction_resolution::2,500K,31,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::31::event_ordering::1,500K,31,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,13,13,13,0,0,0,
500K::31::event_ordering::2,500K,31,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,17,17,17,0,0,0,
500K::31::information_extraction::1,500K,31,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::31::information_extraction::2,500K,31,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::31::instruction_following::1,500K,31,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::31::instruction_following::2,500K,31,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::31::knowledge_update::1,500K,31,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::31::knowledge_update::2,500K,31,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::31::multi_session_reasoning::1,500K,31,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::31::multi_session_reasoning::2,500K,31,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
500K::31::preference_following::1,500K,31,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::31::preference_following::2,500K,31,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::31::summarization::1,500K,31,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,20,20,20,0,0,0,
500K::31::summarization::2,500K,31,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,6,6,6,0,0,0,
500K::31::temporal_reasoning::1,500K,31,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::31::temporal_reasoning::2,500K,31,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::32::abstention::1,500K,32,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::32::abstention::2,500K,32,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::32::contradiction_resolution::1,500K,32,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
500K::32::contradiction_resolution::2,500K,32,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::32::event_ordering::1,500K,32,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,13,13,13,0,0,0,
500K::32::event_ordering::2,500K,32,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,
500K::32::information_extraction::1,500K,32,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::32::information_extraction::2,500K,32,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::32::instruction_following::1,500K,32,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::32::instruction_following::2,500K,32,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::32::knowledge_update::1,500K,32,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,1,1,1,0,0,0,
500K::32::knowledge_update::2,500K,32,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::32::multi_session_reasoning::1,500K,32,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
500K::32::multi_session_reasoning::2,500K,32,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::32::preference_following::1,500K,32,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::32::preference_following::2,500K,32,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::32::summarization::1,500K,32,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::32::summarization::2,500K,32,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,11,11,11,0,0,0,
500K::32::temporal_reasoning::1,500K,32,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
500K::32::temporal_reasoning::2,500K,32,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::33::abstention::1,500K,33,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::33::abstention::2,500K,33,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::33::contradiction_resolution::1,500K,33,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::33::contradiction_resolution::2,500K,33,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::33::event_ordering::1,500K,33,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,12,12,12,0,0,0,
500K::33::event_ordering::2,500K,33,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,8,8,8,0,0,0,
500K::33::information_extraction::1,500K,33,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::33::information_extraction::2,500K,33,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::33::instruction_following::1,500K,33,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::33::instruction_following::2,500K,33,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::33::knowledge_update::1,500K,33,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,1,1,1,0,0,0,
500K::33::knowledge_update::2,500K,33,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::33::multi_session_reasoning::1,500K,33,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,10,10,10,0,0,0,
500K::33::multi_session_reasoning::2,500K,33,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::33::preference_following::1,500K,33,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::33::preference_following::2,500K,33,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::33::summarization::1,500K,33,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,6,6,6,0,0,0,
500K::33::summarization::2,500K,33,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,14,14,14,0,0,0,
500K::33::temporal_reasoning::1,500K,33,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::33::temporal_reasoning::2,500K,33,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
500K::34::abstention::1,500K,34,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::34::abstention::2,500K,34,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::34::contradiction_resolution::1,500K,34,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::34::contradiction_resolution::2,500K,34,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::34::event_ordering::1,500K,34,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,14,14,14,0,0,0,
500K::34::event_ordering::2,500K,34,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,15,15,15,0,0,0,
500K::34::information_extraction::1,500K,34,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::34::information_extraction::2,500K,34,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::34::instruction_following::1,500K,34,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::34::instruction_following::2,500K,34,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::34::knowledge_update::1,500K,34,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::34::knowledge_update::2,500K,34,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
500K::34::multi_session_reasoning::1,500K,34,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::34::multi_session_reasoning::2,500K,34,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
500K::34::preference_following::1,500K,34,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::34::preference_following::2,500K,34,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::34::summarization::1,500K,34,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,11,11,11,0,0,0,
500K::34::summarization::2,500K,34,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,5,5,5,0,0,0,
500K::34::temporal_reasoning::1,500K,34,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::34::temporal_reasoning::2,500K,34,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::35::abstention::1,500K,35,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::35::abstention::2,500K,35,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
500K::35::contradiction_resolution::1,500K,35,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::35::contradiction_resolution::2,500K,35,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
500K::35::event_ordering::1,500K,35,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,22,22,22,0,0,0,
500K::35::event_ordering::2,500K,35,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,10,10,10,0,0,0,
500K::35::information_extraction::1,500K,35,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::35::information_extraction::2,500K,35,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
500K::35::instruction_following::1,500K,35,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::35::instruction_following::2,500K,35,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::35::knowledge_update::1,500K,35,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::35::knowledge_update::2,500K,35,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::35::multi_session_reasoning::1,500K,35,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,
500K::35::multi_session_reasoning::2,500K,35,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
500K::35::preference_following::1,500K,35,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
500K::35::preference_following::2,500K,35,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
500K::35::summarization::1,500K,35,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,8,8,8,0,0,0,
500K::35::summarization::2,500K,35,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
500K::35::temporal_reasoning::1,500K,35,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
500K::35::temporal_reasoning::2,500K,35,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
1M::1::abstention::1,1M,1,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::1::abstention::2,1M,1,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::1::contradiction_resolution::1,1M,1,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,12,12,12,0,0,0,
1M::1::contradiction_resolution::2,1M,1,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::1::event_ordering::1,1M,1,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,28,25,25,0,0,2,
1M::1::event_ordering::2,1M,1,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,20,20,20,0,0,0,
1M::1::information_extraction::1,1M,1,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,
1M::1::information_extraction::2,1M,1,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::1::instruction_following::1,1M,1,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::1::instruction_following::2,1M,1,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::1::knowledge_update::1,1M,1,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,1,1,1,0,0,0,
1M::1::knowledge_update::2,1M,1,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::1::multi_session_reasoning::1,1M,1,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,12,12,12,0,0,0,
1M::1::multi_session_reasoning::2,1M,1,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,4,4,4,0,0,0,
1M::1::preference_following::1,1M,1,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::1::preference_following::2,1M,1,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::1::summarization::1,1M,1,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,70,70,70,0,0,0,
1M::1::summarization::2,1M,1,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,56,56,56,0,0,0,
1M::1::temporal_reasoning::1,1M,1,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::1::temporal_reasoning::2,1M,1,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::2::abstention::1,1M,2,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::2::abstention::2,1M,2,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::2::contradiction_resolution::1,1M,2,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::2::contradiction_resolution::2,1M,2,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,2,2,0,0,2,
1M::2::event_ordering::1,1M,2,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,13,13,13,0,0,0,
1M::2::event_ordering::2,1M,2,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,15,15,15,0,0,0,
1M::2::information_extraction::1,1M,2,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::2::information_extraction::2,1M,2,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,
1M::2::instruction_following::1,1M,2,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::2::instruction_following::2,1M,2,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::2::knowledge_update::1,1M,2,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::2::knowledge_update::2,1M,2,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::2::multi_session_reasoning::1,1M,2,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,
1M::2::multi_session_reasoning::2,1M,2,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,14,14,14,0,0,0,
1M::2::preference_following::1,1M,2,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::2::preference_following::2,1M,2,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,
1M::2::summarization::1,1M,2,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,33,33,33,0,0,0,
1M::2::summarization::2,1M,2,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,30,30,30,0,0,0,
1M::2::temporal_reasoning::1,1M,2,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::2::temporal_reasoning::2,1M,2,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::3::abstention::1,1M,3,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::3::abstention::2,1M,3,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::3::contradiction_resolution::1,1M,3,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::3::contradiction_resolution::2,1M,3,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::3::event_ordering::1,1M,3,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,19,19,19,0,0,0,
1M::3::event_ordering::2,1M,3,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,20,20,20,0,0,0,
1M::3::information_extraction::1,1M,3,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::3::information_extraction::2,1M,3,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::3::instruction_following::1,1M,3,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::3::instruction_following::2,1M,3,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::3::knowledge_update::1,1M,3,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::3::knowledge_update::2,1M,3,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::3::multi_session_reasoning::1,1M,3,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
1M::3::multi_session_reasoning::2,1M,3,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,4,4,4,0,0,0,
1M::3::preference_following::1,1M,3,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,5,5,5,0,0,0,
1M::3::preference_following::2,1M,3,preference_following,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,0,0,0,0,0,0,
1M::3::summarization::1,1M,3,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,16,16,16,0,0,0,
1M::3::summarization::2,1M,3,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,25,25,25,0,0,0,
1M::3::temporal_reasoning::1,1M,3,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
1M::3::temporal_reasoning::2,1M,3,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
1M::4::abstention::1,1M,4,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::4::abstention::2,1M,4,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::4::contradiction_resolution::1,1M,4,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::4::contradiction_resolution::2,1M,4,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::4::event_ordering::1,1M,4,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,23,19,19,0,0,3,
1M::4::event_ordering::2,1M,4,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,26,26,26,0,0,0,
1M::4::information_extraction::1,1M,4,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,
1M::4::information_extraction::2,1M,4,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,4,4,4,0,0,0,
1M::4::instruction_following::1,1M,4,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::4::instruction_following::2,1M,4,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::4::knowledge_update::1,1M,4,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::4::knowledge_update::2,1M,4,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,
1M::4::multi_session_reasoning::1,1M,4,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,
1M::4::multi_session_reasoning::2,1M,4,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,8,8,8,0,0,0,
1M::4::preference_following::1,1M,4,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::4::preference_following::2,1M,4,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::4::summarization::1,1M,4,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,9,9,9,0,0,0,
1M::4::summarization::2,1M,4,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,48,48,48,0,0,0,
1M::4::temporal_reasoning::1,1M,4,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
1M::4::temporal_reasoning::2,1M,4,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::5::abstention::1,1M,5,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::5::abstention::2,1M,5,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
1M::5::contradiction_resolution::1,1M,5,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,
1M::5::contradiction_resolution::2,1M,5,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,
1M::5::event_ordering::1,1M,5,event_ordering,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,33,32,24,0,8,1,
1M::5::event_ordering::2,1M,5,event_ordering,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,15,15,12,0,3,0,
1M::5::information_extraction::1,1M,5,information_extraction,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,True,False,1,1,0,0,1,0,
1M::5::information_extraction::2,1M,5,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,
1M::5::instruction_following::1,1M,5,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::5::instruction_following::2,1M,5,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,
1M::5::knowledge_update::1,1M,5,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::5::knowledge_update::2,1M,5,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,
1M::5::multi_session_reasoning::1,1M,5,multi_session_reasoning,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,3,3,2,0,1,0,
1M::5::multi_session_reasoning::2,1M,5,multi_session_reasoning,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,13,13,12,0,1,0,
1M::5::preference_following::1,1M,5,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,
1M::5::preference_following::2,1M,5,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,4,4,4,0,0,0,
1M::5::summarization::1,1M,5,summarization,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,5,5,0,0,5,0,
1M::5::summarization::2,1M,5,summarization,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,6,6,3,0,3,0,
1M::5::temporal_reasoning::1,1M,5,temporal_reasoning,SOURCE_AMBIGUOUS_OR_MISSING,DICT,True,False,True,2,2,1,0,1,0,
1M::5::temporal_reasoning::2,1M,5,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,
1M::6::abstention::1,1M,6,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,ABSENT,False,False,False,0,0,0,0,0,0,
