audit_question_id,tier,conversation_id,ability,audit_category,primary_evidence_cohort_eligible,eligibility_reason,gold_source_unit_count,all_at_3_structurally_possible,gold_source_ids
500K::26::instruction_following::1,500K,26,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[206, 208]"
500K::26::instruction_following::2,500K,26,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[756]
500K::26::knowledge_update::1,500K,26,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[120, 204]"
500K::26::knowledge_update::2,500K,26,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[536, 556]"
500K::26::multi_session_reasoning::1,500K,26,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,4,False,"[38, 140, 334, 340]"
500K::26::multi_session_reasoning::2,500K,26,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[230, 232, 234]"
500K::26::preference_following::1,500K,26,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[164]
500K::26::preference_following::2,500K,26,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[606]
500K::26::summarization::1,500K,26,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,30,False,"[24, 25, 126, 127, 129, 236, 237, 239, 422, 423, 484, 485, 487, 572, 573, 575, 668, 669, 770, 771, 870, 871, 873, 878, 879, 881, 974, 975, 982, 983]"
500K::26::summarization::2,500K,26,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[1022, 1023, 1029]"
500K::26::temporal_reasoning::1,500K,26,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[38, 40]"
500K::26::temporal_reasoning::2,500K,26,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[142, 398]"
500K::27::abstention::1,500K,27,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::27::abstention::2,500K,27,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::27::contradiction_resolution::1,500K,27,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,4,False,"[466, 296, 298, 300]"
500K::27::contradiction_resolution::2,500K,27,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[694, 660]"
500K::27::event_ordering::1,500K,27,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,21,False,"[66, 72, 126, 128, 130, 308, 310, 312, 480, 484, 586, 588, 598, 600, 602, 710, 834, 914, 1058, 1142, 1144]"
500K::27::event_ordering::2,500K,27,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,19,False,"[40, 200, 202, 204, 206, 444, 446, 448, 522, 684, 686, 688, 840, 844, 846, 976, 1072, 1076, 1176]"
500K::27::information_extraction::1,500K,27,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[36]
500K::27::information_extraction::2,500K,27,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[76, 77]"
500K::27::instruction_following::1,500K,27,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[560]
500K::27::instruction_following::2,500K,27,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[462, 464]"
500K::27::knowledge_update::1,500K,27,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[94, 106]"
500K::27::knowledge_update::2,500K,27,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[528, 558]"
500K::27::multi_session_reasoning::1,500K,27,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[154, 155]"
500K::27::multi_session_reasoning::2,500K,27,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[36, 38]"
500K::27::preference_following::1,500K,27,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[82, 88]"
500K::27::preference_following::2,500K,27,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[606]
500K::27::summarization::1,500K,27,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,8,False,"[2, 3, 4, 5, 6, 7, 8, 9]"
500K::27::summarization::2,500K,27,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,28,False,"[36, 37, 38, 39, 50, 51, 188, 189, 194, 195, 272, 273, 274, 275, 277, 280, 281, 282, 283, 285, 482, 483, 564, 565, 568, 569, 570, 571]"
500K::27::temporal_reasoning::1,500K,27,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[66, 106]"
500K::27::temporal_reasoning::2,500K,27,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[198, 528]"
500K::28::abstention::1,500K,28,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::28::abstention::2,500K,28,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::28::contradiction_resolution::1,500K,28,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[406, 494]"
500K::28::contradiction_resolution::2,500K,28,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[582, 668]"
500K::28::event_ordering::1,500K,28,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,10,False,"[8, 178, 260, 352, 358, 440, 538, 624, 720, 890]"
500K::28::event_ordering::2,500K,28,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,6,False,"[16, 156, 314, 440, 720, 808]"
500K::28::information_extraction::1,500K,28,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[0]
500K::28::information_extraction::2,500K,28,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[26]
500K::28::instruction_following::1,500K,28,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[94]
500K::28::instruction_following::2,500K,28,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[492]
500K::28::knowledge_update::1,500K,28,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[288, 300]"
500K::28::knowledge_update::2,500K,28,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[614, 620, 662]"
500K::28::multi_session_reasoning::1,500K,28,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,8,False,"[37, 127, 128, 129, 130, 131, 230, 231]"
500K::28::multi_session_reasoning::2,500K,28,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[46, 152, 254]"
500K::28::preference_following::1,500K,28,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[268]
500K::28::preference_following::2,500K,28,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[362]
500K::28::summarization::1,500K,28,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[69, 75, 99]"
500K::28::summarization::2,500K,28,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,4,False,"[28, 104, 105, 107]"
500K::28::temporal_reasoning::1,500K,28,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[184, 190, 28]"
500K::28::temporal_reasoning::2,500K,28,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[194, 712]"
500K::29::abstention::1,500K,29,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::29::abstention::2,500K,29,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::29::contradiction_resolution::1,500K,29,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[178, 106]"
500K::29::contradiction_resolution::2,500K,29,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[636, 554]"
500K::29::event_ordering::1,500K,29,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,11,False,"[54, 112, 206, 292, 386, 478, 570, 662, 752, 754, 842]"
500K::29::event_ordering::2,500K,29,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,12,False,"[68, 154, 246, 248, 334, 430, 518, 610, 702, 796, 882, 884]"
500K::29::information_extraction::1,500K,29,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[6]
500K::29::information_extraction::2,500K,29,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[42]
500K::29::instruction_following::1,500K,29,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[84]
500K::29::instruction_following::2,500K,29,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[452]
500K::29::knowledge_update::1,500K,29,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[168, 174]"
500K::29::knowledge_update::2,500K,29,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[444, 450]"
500K::29::multi_session_reasoning::1,500K,29,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,4,False,"[394, 486, 578, 850]"
500K::29::multi_session_reasoning::2,500K,29,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,4,False,"[166, 258, 346, 442]"
500K::29::preference_following::1,500K,29,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[230]
500K::29::preference_following::2,500K,29,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[590]
500K::29::summarization::1,500K,29,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[4, 1, 101]"
500K::29::summarization::2,500K,29,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,6,False,"[90, 111, 115, 235, 339, 451]"
500K::29::temporal_reasoning::1,500K,29,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[52, 136]"
500K::29::temporal_reasoning::2,500K,29,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[14, 196]"
500K::30::abstention::1,500K,30,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::30::abstention::2,500K,30,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::30::contradiction_resolution::1,500K,30,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[190, 120]"
500K::30::contradiction_resolution::2,500K,30,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[494, 402]"
500K::30::event_ordering::1,500K,30,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,11,False,"[12, 96, 104, 194, 288, 384, 496, 674, 680, 780, 970]"
500K::30::event_ordering::2,500K,30,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,10,False,"[28, 30, 154, 194, 288, 460, 606, 838, 928, 1016]"
500K::30::information_extraction::1,500K,30,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[10]
500K::30::information_extraction::2,500K,30,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[50]
500K::30::instruction_following::1,500K,30,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[186]
500K::30::instruction_following::2,500K,30,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[668, 670]"
500K::30::knowledge_update::1,500K,30,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[170, 184]"
500K::30::knowledge_update::2,500K,30,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[476, 490]"
500K::30::multi_session_reasoning::1,500K,30,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[50, 124]"
500K::30::multi_session_reasoning::2,500K,30,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[34, 36]"
500K::30::preference_following::1,500K,30,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[130]
500K::30::preference_following::2,500K,30,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[224]
500K::30::summarization::1,500K,30,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,13,False,"[13, 79, 85, 97, 105, 201, 341, 461, 839, 843, 927, 1017, 727]"
500K::30::summarization::2,500K,30,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,7,False,"[35, 37, 39, 137, 233, 331, 453]"
500K::30::temporal_reasoning::1,500K,30,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[14, 74]"
500K::30::temporal_reasoning::2,500K,30,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[176, 200, 206]"
500K::31::abstention::1,500K,31,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::31::abstention::2,500K,31,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::31::contradiction_resolution::1,500K,31,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[346, 406]"
500K::31::contradiction_resolution::2,500K,31,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[692, 784]"
500K::31::event_ordering::1,500K,31,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,13,False,"[22, 160, 346, 442, 536, 624, 716, 718, 820, 826, 918, 920, 1020]"
500K::31::event_ordering::2,500K,31,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,17,False,"[12, 14, 138, 140, 142, 384, 390, 392, 448, 540, 630, 638, 724, 828, 924, 1026, 1032]"
500K::31::information_extraction::1,500K,31,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[40]
500K::31::information_extraction::2,500K,31,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[54]
500K::31::instruction_following::1,500K,31,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[298]
500K::31::instruction_following::2,500K,31,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[968]
500K::31::knowledge_update::1,500K,31,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[34, 92]"
500K::31::knowledge_update::2,500K,31,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[502, 582]"
500K::31::multi_session_reasoning::1,500K,31,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[42, 154]"
500K::31::multi_session_reasoning::2,500K,31,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[314, 412, 500]"
500K::31::preference_following::1,500K,31,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[136]
500K::31::preference_following::2,500K,31,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[526]
500K::31::summarization::1,500K,31,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,20,False,"[12, 13, 14, 15, 16, 17, 18, 19, 42, 43, 46, 47, 76, 77, 138, 139, 140, 141, 142, 143]"
500K::31::summarization::2,500K,31,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,6,False,"[35, 101, 315, 413, 593, 685]"
500K::31::temporal_reasoning::1,500K,31,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[26, 38]"
500K::31::temporal_reasoning::2,500K,31,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[46, 54]"
500K::32::abstention::1,500K,32,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::32::abstention::2,500K,32,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::32::contradiction_resolution::1,500K,32,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,4,False,"[108, 110, 112, 154]"
500K::32::contradiction_resolution::2,500K,32,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[622, 628, 704]"
500K::32::event_ordering::1,500K,32,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,13,False,"[16, 26, 160, 332, 460, 466, 584, 594, 718, 836, 960, 1192, 1314]"
500K::32::event_ordering::2,500K,32,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,5,False,"[188, 368, 484, 746, 1338]"
500K::32::information_extraction::1,500K,32,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[0]
500K::32::information_extraction::2,500K,32,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[34]
500K::32::instruction_following::1,500K,32,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[702]
500K::32::instruction_following::2,500K,32,instruction_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[820, 822]"
500K::32::knowledge_update::1,500K,32,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[46]
500K::32::knowledge_update::2,500K,32,knowledge_update,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[468, 470, 562]"
500K::32::multi_session_reasoning::1,500K,32,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[44, 272, 452]"
500K::32::multi_session_reasoning::2,500K,32,multi_session_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[174, 344]"
500K::32::preference_following::1,500K,32,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[136, 138, 144]"
500K::32::preference_following::2,500K,32,preference_following,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[394]
500K::32::summarization::1,500K,32,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,3,True,"[484, 1238, 1242]"
500K::32::summarization::2,500K,32,summarization,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,11,False,"[35, 37, 39, 191, 325, 549, 641, 755, 881, 1249, 1347]"
500K::32::temporal_reasoning::1,500K,32,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,4,False,"[28, 108, 110, 112]"
500K::32::temporal_reasoning::2,500K,32,temporal_reasoning,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[64, 156]"
500K::33::abstention::1,500K,33,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::33::abstention::2,500K,33,abstention,ABSTENTION_NO_POSITIVE_EVIDENCE,False,EXCLUDE_ABSTENTION_NO_POSITIVE_EVIDENCE,0,False,[]
500K::33::contradiction_resolution::1,500K,33,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[126, 186]"
500K::33::contradiction_resolution::2,500K,33,contradiction_resolution,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,2,True,"[304, 376]"
500K::33::event_ordering::1,500K,33,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,12,False,"[10, 96, 194, 288, 380, 476, 484, 576, 676, 780, 884, 886]"
500K::33::event_ordering::2,500K,33,event_ordering,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,8,False,"[14, 110, 212, 218, 328, 394, 794, 804]"
500K::33::information_extraction::1,500K,33,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[26]
500K::33::information_extraction::2,500K,33,information_extraction,EXACT_SOURCE_IDS,True,ELIGIBLE_EXACT_SOURCE_IDS_UNIQUE_ARCHIVE,1,True,[94]
