audit_question_id,tier,conversation_id,ability,category,source_shape,source_field_present,conversation_reference_present,conversation_references_present,raw_source_ref_count,unique_source_id_count,matched_source_id_count,unmatched_source_id_count,ambiguous_source_id_count,duplicate_source_ref_id_count,source_parse_error,raw_source_ids,unique_source_ids,matched_source_ids,unmatched_source_ids,ambiguous_source_ids,duplicate_source_refs
1M::1::temporal_reasoning::2,1M,1,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[384, 642, 648]","[384, 642, 648]","[384, 642, 648]",[],[],[]
1M::2::contradiction_resolution::1,1M,2,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[246, 248]","[246, 248]","[246, 248]",[],[],[]
1M::2::contradiction_resolution::2,1M,2,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,4,2,2,0,0,2,,"[410, 416, 410, 416]","[410, 416]","[410, 416]",[],[],"[410, 416]"
1M::2::event_ordering::1,1M,2,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,13,13,13,0,0,0,,"[312, 314, 326, 852, 686, 894, 896, 680, 854, 858, 850, 856, 862]","[312, 314, 326, 852, 686, 894, 896, 680, 854, 858, 850, 856, 862]","[312, 314, 326, 680, 686, 850, 852, 854, 856, 858, 862, 894, 896]",[],[],[]
1M::2::event_ordering::2,1M,2,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,15,15,15,0,0,0,,"[28, 200, 596, 606, 770, 776, 1126, 930, 932, 1118, 1270, 1272, 1410, 1718, 1726]","[28, 200, 596, 606, 770, 776, 1126, 930, 932, 1118, 1270, 1272, 1410, 1718, 1726]","[28, 200, 596, 606, 770, 776, 930, 932, 1118, 1126, 1270, 1272, 1410, 1718, 1726]",[],[],[]
1M::2::information_extraction::1,1M,2,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[0],[0],[0],[],[],[]
1M::2::information_extraction::2,1M,2,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,,"[48, 49]","[48, 49]","[48, 49]",[],[],[]
1M::2::instruction_following::1,1M,2,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[166, 168]","[166, 168]","[166, 168]",[],[],[]
1M::2::instruction_following::2,1M,2,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[1364],[1364],[1364],[],[],[]
1M::2::knowledge_update::1,1M,2,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[610, 628, 662]","[610, 628, 662]","[610, 628, 662]",[],[],[]
1M::2::knowledge_update::2,1M,2,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[1034, 1174]","[1034, 1174]","[1034, 1174]",[],[],[]
1M::2::multi_session_reasoning::1,1M,2,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,,"[61, 63, 68, 199, 204]","[61, 63, 68, 199, 204]","[61, 63, 68, 199, 204]",[],[],[]
1M::2::multi_session_reasoning::2,1M,2,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,14,14,14,0,0,0,,"[64, 65, 70, 71, 72, 73, 230, 231, 368, 369, 370, 371, 378, 379]","[64, 65, 70, 71, 72, 73, 230, 231, 368, 369, 370, 371, 378, 379]","[64, 65, 70, 71, 72, 73, 230, 231, 368, 369, 370, 371, 378, 379]",[],[],[]
1M::2::preference_following::1,1M,2,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[148],[148],[148],[],[],[]
1M::2::preference_following::2,1M,2,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,,"[406, 408, 414]","[406, 408, 414]","[406, 408, 414]",[],[],[]
1M::2::summarization::1,1M,2,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,33,33,33,0,0,0,,"[28, 29, 30, 31, 34, 35, 36, 37, 39, 40, 41, 43, 270, 271, 273, 275, 277, 240, 241, 251, 253, 424, 425, 430, 431, 434, 435, 578, 579, 588, 589, 591, 593]","[28, 29, 30, 31, 34, 35, 36, 37, 39, 40, 41, 43, 270, 271, 273, 275, 277, 240, 241, 251, 253, 424, 425, 430, 431, 434, 435, 578, 579, 588, 589, 591, 593]","[28, 29, 30, 31, 34, 35, 36, 37, 39, 40, 41, 43, 240, 241, 251, 253, 270, 271, 273, 275, 277, 424, 425, 430, 431, 434, 435, 578, 579, 588, 589, 591, 593]",[],[],[]
1M::2::summarization::2,1M,2,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,30,30,30,0,0,0,,"[66, 67, 74, 75, 76, 77, 84, 85, 246, 247, 248, 249, 258, 259, 268, 269, 278, 279, 392, 393, 394, 395, 404, 405, 742, 743, 748, 749, 750, 751]","[66, 67, 74, 75, 76, 77, 84, 85, 246, 247, 248, 249, 258, 259, 268, 269, 278, 279, 392, 393, 394, 395, 404, 405, 742, 743, 748, 749, 750, 751]","[66, 67, 74, 75, 76, 77, 84, 85, 246, 247, 248, 249, 258, 259, 268, 269, 278, 279, 392, 393, 394, 395, 404, 405, 742, 743, 748, 749, 750, 751]",[],[],[]
1M::2::temporal_reasoning::1,1M,2,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[48, 164]","[48, 164]","[48, 164]",[],[],[]
1M::2::temporal_reasoning::2,1M,2,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[1572, 1580]","[1572, 1580]","[1572, 1580]",[],[],[]
1M::3::contradiction_resolution::1,1M,3,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[156, 166]","[156, 166]","[156, 166]",[],[],[]
1M::3::contradiction_resolution::2,1M,3,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[318, 220]","[318, 220]","[220, 318]",[],[],[]
1M::3::event_ordering::1,1M,3,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,19,19,19,0,0,0,,"[50, 56, 178, 180, 184, 192, 504, 660, 666, 820, 822, 824, 340, 342, 344, 1124, 1260, 1266, 1272]","[50, 56, 178, 180, 184, 192, 504, 660, 666, 820, 822, 824, 340, 342, 344, 1124, 1260, 1266, 1272]","[50, 56, 178, 180, 184, 192, 340, 342, 344, 504, 660, 666, 820, 822, 824, 1124, 1260, 1266, 1272]",[],[],[]
1M::3::event_ordering::2,1M,3,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,20,20,20,0,0,0,,"[302, 312, 466, 470, 624, 630, 780, 782, 786, 788, 792, 940, 946, 1088, 1232, 1242, 1366, 1374, 1540, 1546]","[302, 312, 466, 470, 624, 630, 780, 782, 786, 788, 792, 940, 946, 1088, 1232, 1242, 1366, 1374, 1540, 1546]","[302, 312, 466, 470, 624, 630, 780, 782, 786, 788, 792, 940, 946, 1088, 1232, 1242, 1366, 1374, 1540, 1546]",[],[],[]
1M::3::information_extraction::1,1M,3,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[50],[50],[50],[],[],[]
1M::3::information_extraction::2,1M,3,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[128],[128],[128],[],[],[]
1M::3::instruction_following::1,1M,3,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[632, 634]","[632, 634]","[632, 634]",[],[],[]
1M::3::instruction_following::2,1M,3,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[1550],[1550],[1550],[],[],[]
1M::3::knowledge_update::1,1M,3,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[252, 254, 314]","[252, 254, 314]","[252, 254, 314]",[],[],[]
1M::3::knowledge_update::2,1M,3,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[324, 474]","[324, 474]","[324, 474]",[],[],[]
1M::3::multi_session_reasoning::1,1M,3,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,,"[50, 56, 168]","[50, 56, 168]","[50, 56, 168]",[],[],[]
1M::3::multi_session_reasoning::2,1M,3,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,4,4,4,0,0,0,,"[148, 154, 166, 326]","[148, 154, 166, 326]","[148, 154, 166, 326]",[],[],[]
1M::3::preference_following::1,1M,3,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,5,5,5,0,0,0,,"[272, 276, 280, 282, 284]","[272, 276, 280, 282, 284]","[272, 276, 280, 282, 284]",[],[],[]
1M::3::summarization::1,1M,3,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,16,16,16,0,0,0,,"[50, 51, 56, 57, 82, 83, 86, 87, 164, 165, 168, 169, 170, 171, 474, 475]","[50, 51, 56, 57, 82, 83, 86, 87, 164, 165, 168, 169, 170, 171, 474, 475]","[50, 51, 56, 57, 82, 83, 86, 87, 164, 165, 168, 169, 170, 171, 474, 475]",[],[],[]
1M::3::summarization::2,1M,3,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,25,25,25,0,0,0,,"[36, 37, 46, 47, 234, 235, 238, 239, 240, 241, 242, 243, 358, 359, 360, 361, 362, 363, 516, 517, 518, 528, 529, 676, 677]","[36, 37, 46, 47, 234, 235, 238, 239, 240, 241, 242, 243, 358, 359, 360, 361, 362, 363, 516, 517, 518, 528, 529, 676, 677]","[36, 37, 46, 47, 234, 235, 238, 239, 240, 241, 242, 243, 358, 359, 360, 361, 362, 363, 516, 517, 518, 528, 529, 676, 677]",[],[],[]
1M::3::temporal_reasoning::1,1M,3,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,,"[36, 36]",[36],[36],[],[],[36]
1M::3::temporal_reasoning::2,1M,3,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,,"[270, 270]",[270],[270],[],[],[270]
1M::4::contradiction_resolution::1,1M,4,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[64, 66, 56]","[64, 66, 56]","[56, 64, 66]",[],[],[]
1M::4::contradiction_resolution::2,1M,4,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[318, 188, 194]","[318, 188, 194]","[188, 194, 318]",[],[],[]
1M::4::event_ordering::1,1M,4,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,23,19,19,0,0,3,,"[26, 30, 32, 30, 32, 32, 1532, 1534, 1536, 186, 190, 196, 378, 556, 562, 564, 566, 854, 858, 860, 1532, 1538, 1540]","[26, 30, 32, 1532, 1534, 1536, 186, 190, 196, 378, 556, 562, 564, 566, 854, 858, 860, 1538, 1540]","[26, 30, 32, 186, 190, 196, 378, 556, 562, 564, 566, 854, 858, 860, 1532, 1534, 1536, 1538, 1540]",[],[],"[30, 32, 1532]"
1M::4::event_ordering::2,1M,4,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,26,26,26,0,0,0,,"[40, 42, 44, 218, 226, 228, 230, 380, 384, 386, 586, 596, 598, 600, 710, 716, 856, 862, 1042, 1046, 1176, 1178, 1180, 1192, 1198, 1200]","[40, 42, 44, 218, 226, 228, 230, 380, 384, 386, 586, 596, 598, 600, 710, 716, 856, 862, 1042, 1046, 1176, 1178, 1180, 1192, 1198, 1200]","[40, 42, 44, 218, 226, 228, 230, 380, 384, 386, 586, 596, 598, 600, 710, 716, 856, 862, 1042, 1046, 1176, 1178, 1180, 1192, 1198, 1200]",[],[],[]
1M::4::information_extraction::1,1M,4,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[40],[40],[40],[],[],[]
1M::4::information_extraction::2,1M,4,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,4,4,4,0,0,0,,"[40, 41, 52, 53]","[40, 41, 52, 53]","[40, 41, 52, 53]",[],[],[]
1M::4::instruction_following::1,1M,4,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[468],[468],[468],[],[],[]
1M::4::instruction_following::2,1M,4,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[646],[646],[646],[],[],[]
1M::4::knowledge_update::1,1M,4,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[288, 296, 314]","[288, 296, 314]","[288, 296, 314]",[],[],[]
1M::4::knowledge_update::2,1M,4,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,4,4,4,0,0,0,,"[340, 344, 346, 466]","[340, 344, 346, 466]","[340, 344, 346, 466]",[],[],[]
1M::4::multi_session_reasoning::1,1M,4,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,3,3,3,0,0,0,,"[60, 68, 232]","[60, 68, 232]","[60, 68, 232]",[],[],[]
1M::4::multi_session_reasoning::2,1M,4,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,8,8,8,0,0,0,,"[24, 25, 172, 173, 350, 351, 570, 571]","[24, 25, 172, 173, 350, 351, 570, 571]","[24, 25, 172, 173, 350, 351, 570, 571]",[],[],[]
1M::4::preference_following::1,1M,4,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[278, 284]","[278, 284]","[278, 284]",[],[],[]
1M::4::preference_following::2,1M,4,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[432, 434]","[432, 434]","[432, 434]",[],[],[]
1M::4::summarization::1,1M,4,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,9,9,9,0,0,0,,"[25, 35, 269, 351, 357, 587, 597, 599, 601]","[25, 35, 269, 351, 357, 587, 597, 599, 601]","[25, 35, 269, 351, 357, 587, 597, 599, 601]",[],[],[]
1M::4::summarization::2,1M,4,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,48,48,48,0,0,0,,"[70, 71, 76, 77, 78, 79, 80, 81, 188, 189, 194, 195, 408, 409, 414, 415, 416, 417, 418, 419, 614, 615, 616, 617, 620, 621, 622, 623, 624, 625, 626, 627, 706, 707, 712, 713, 816, 817, 818, 819, 824, 825, 826, 827, 828, 829, 846, 847]","[70, 71, 76, 77, 78, 79, 80, 81, 188, 189, 194, 195, 408, 409, 414, 415, 416, 417, 418, 419, 614, 615, 616, 617, 620, 621, 622, 623, 624, 625, 626, 627, 706, 707, 712, 713, 816, 817, 818, 819, 824, 825, 826, 827, 828, 829, 846, 847]","[70, 71, 76, 77, 78, 79, 80, 81, 188, 189, 194, 195, 408, 409, 414, 415, 416, 417, 418, 419, 614, 615, 616, 617, 620, 621, 622, 623, 624, 625, 626, 627, 706, 707, 712, 713, 816, 817, 818, 819, 824, 825, 826, 827, 828, 829, 846, 847]",[],[],[]
1M::4::temporal_reasoning::1,1M,4,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,,"[56, 56]",[56],[56],[],[],[56]
1M::4::temporal_reasoning::2,1M,4,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[1402, 1574]","[1402, 1574]","[1402, 1574]",[],[],[]
1M::5::contradiction_resolution::1,1M,5,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,,"[534, 536, 332, 334, 344, 346]","[534, 536, 332, 334, 344, 346]","[332, 334, 344, 346, 534, 536]",[],[],[]
1M::5::contradiction_resolution::2,1M,5,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,1,1,0,0,1,,"[730, 730]",[730],[730],[],[],[730]
1M::5::event_ordering::1,1M,5,event_ordering,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,33,32,24,0,8,1,,"[48, 50, 56, 58, 60, 64, 66, 68, 182, 192, 194, 556, 562, 564, 568, 550, 756, 762, 954, 944, 946, 950, 956, 372, 374, 376, 366, 1120, 1126, 550, 1292, 1294, 1298]","[48, 50, 56, 58, 60, 64, 66, 68, 182, 192, 194, 556, 562, 564, 568, 550, 756, 762, 954, 944, 946, 950, 956, 372, 374, 376, 366, 1120, 1126, 1292, 1294, 1298]","[182, 192, 194, 366, 372, 374, 376, 550, 556, 562, 564, 568, 756, 762, 944, 946, 950, 954, 956, 1120, 1126, 1292, 1294, 1298]",[],"[48, 50, 56, 58, 60, 64, 66, 68]",[550]
1M::5::event_ordering::2,1M,5,event_ordering,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,15,15,12,0,3,0,,"[6, 8, 10, 196, 202, 352, 360, 362, 560, 754, 760, 952, 958, 960, 962]","[6, 8, 10, 196, 202, 352, 360, 362, 560, 754, 760, 952, 958, 960, 962]","[196, 202, 352, 360, 362, 560, 754, 760, 952, 958, 960, 962]",[],"[6, 8, 10]",[]
1M::5::information_extraction::1,1M,5,information_extraction,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,True,False,1,1,0,0,1,0,,[22],[22],[],[],[22],[]
1M::5::information_extraction::2,1M,5,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,,"[170, 171]","[170, 171]","[170, 171]",[],[],[]
1M::5::instruction_following::1,1M,5,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[530],[530],[530],[],[],[]
1M::5::instruction_following::2,1M,5,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[916],[916],[916],[],[],[]
1M::5::knowledge_update::1,1M,5,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[288, 320]","[288, 320]","[288, 320]",[],[],[]
1M::5::knowledge_update::2,1M,5,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,3,3,3,0,0,0,,"[690, 696, 722]","[690, 696, 722]","[690, 696, 722]",[],[],[]
1M::5::multi_session_reasoning::1,1M,5,multi_session_reasoning,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,3,3,2,0,1,0,,"[32, 214, 224]","[32, 214, 224]","[214, 224]",[],[32],[]
1M::5::multi_session_reasoning::2,1M,5,multi_session_reasoning,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,True,13,13,12,0,1,0,,"[79, 233, 234, 235, 214, 215, 397, 398, 399, 594, 595, 610, 611]","[79, 233, 234, 235, 214, 215, 397, 398, 399, 594, 595, 610, 611]","[214, 215, 233, 234, 235, 397, 398, 399, 594, 595, 610, 611]",[],[79],[]
1M::5::preference_following::1,1M,5,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[460, 474]","[460, 474]","[460, 474]",[],[],[]
1M::5::preference_following::2,1M,5,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,4,4,4,0,0,0,,"[860, 862, 864, 878]","[860, 862, 864, 878]","[860, 862, 864, 878]",[],[],[]
1M::5::summarization::1,1M,5,summarization,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,5,5,0,0,5,0,,"[6, 7, 9, 11, 25]","[6, 7, 9, 11, 25]",[],[],"[6, 7, 9, 11, 25]",[]
1M::5::summarization::2,1M,5,summarization,SOURCE_AMBIGUOUS_OR_MISSING,LIST,True,False,False,6,6,3,0,3,0,,"[76, 77, 79, 215, 225, 415]","[76, 77, 79, 215, 225, 415]","[215, 225, 415]",[],"[76, 77, 79]",[]
1M::5::temporal_reasoning::1,1M,5,temporal_reasoning,SOURCE_AMBIGUOUS_OR_MISSING,DICT,True,False,True,2,2,1,0,1,0,,"[108, 268]","[108, 268]",[268],[],[108],[]
1M::5::temporal_reasoning::2,1M,5,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[268, 440]","[268, 440]","[268, 440]",[],[],[]
1M::6::contradiction_resolution::1,1M,6,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[130, 122]","[130, 122]","[122, 130]",[],[],[]
1M::6::contradiction_resolution::2,1M,6,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[646, 640]","[646, 640]","[640, 646]",[],[],[]
1M::6::event_ordering::1,1M,6,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,7,7,7,0,0,0,,"[16, 18, 24, 180, 186, 188, 190]","[16, 18, 24, 180, 186, 188, 190]","[16, 18, 24, 180, 186, 188, 190]",[],[],[]
1M::6::event_ordering::2,1M,6,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,,"[346, 356, 358, 360, 502]","[346, 356, 358, 360, 502]","[346, 356, 358, 360, 502]",[],[],[]
1M::6::information_extraction::1,1M,6,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,,"[166, 178]","[166, 178]","[166, 178]",[],[],[]
1M::6::information_extraction::2,1M,6,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[924],[924],[924],[],[],[]
1M::6::instruction_following::1,1M,6,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[900, 902]","[900, 902]","[900, 902]",[],[],[]
1M::6::instruction_following::2,1M,6,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[1246, 1248]","[1246, 1248]","[1246, 1248]",[],[],[]
1M::6::knowledge_update::1,1M,6,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[122, 132]","[122, 132]","[122, 132]",[],[],[]
1M::6::knowledge_update::2,1M,6,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[640, 666]","[640, 666]","[640, 666]",[],[],[]
1M::6::multi_session_reasoning::1,1M,6,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,2,2,2,0,0,0,,"[258, 266]","[258, 266]","[258, 266]",[],[],[]
1M::6::multi_session_reasoning::2,1M,6,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[132, 894]","[132, 894]","[132, 894]",[],[],[]
1M::6::preference_following::1,1M,6,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,3,3,3,0,0,0,,"[1558, 1560, 1568]","[1558, 1560, 1568]","[1558, 1560, 1568]",[],[],[]
1M::6::preference_following::2,1M,6,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[846],[846],[846],[],[],[]
1M::6::summarization::1,1M,6,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,31,31,31,0,0,0,,"[80, 81, 82, 83, 86, 87, 88, 89, 90, 92, 93, 94, 95, 96, 97, 102, 103, 104, 105, 108, 109, 114, 115, 110, 111, 116, 117, 112, 113, 118, 119]","[80, 81, 82, 83, 86, 87, 88, 89, 90, 92, 93, 94, 95, 96, 97, 102, 103, 104, 105, 108, 109, 114, 115, 110, 111, 116, 117, 112, 113, 118, 119]","[80, 81, 82, 83, 86, 87, 88, 89, 90, 92, 93, 94, 95, 96, 97, 102, 103, 104, 105, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119]",[],[],[]
1M::6::summarization::2,1M,6,summarization,EXACT_SOURCE_IDS,LIST,True,False,False,5,5,5,0,0,0,,"[144, 154, 160, 166, 230]","[144, 154, 160, 166, 230]","[144, 154, 160, 166, 230]",[],[],[]
1M::6::temporal_reasoning::1,1M,6,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[8, 140]","[8, 140]","[8, 140]",[],[],[]
1M::6::temporal_reasoning::2,1M,6,temporal_reasoning,EXACT_SOURCE_IDS,DICT,True,False,True,6,6,6,0,0,0,,"[8, 138, 140, 146, 148, 150]","[8, 138, 140, 146, 148, 150]","[8, 138, 140, 146, 148, 150]",[],[],[]
1M::7::contradiction_resolution::1,1M,7,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[28, 146]","[28, 146]","[28, 146]",[],[],[]
1M::7::contradiction_resolution::2,1M,7,contradiction_resolution,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[662, 792]","[662, 792]","[662, 792]",[],[],[]
1M::7::event_ordering::1,1M,7,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,11,11,11,0,0,0,,"[40, 44, 46, 178, 182, 650, 656, 1118, 1120, 1122, 1124]","[40, 44, 46, 178, 182, 650, 656, 1118, 1120, 1122, 1124]","[40, 44, 46, 178, 182, 650, 656, 1118, 1120, 1122, 1124]",[],[],[]
1M::7::event_ordering::2,1M,7,event_ordering,EXACT_SOURCE_IDS,LIST,True,False,True,16,16,16,0,0,0,,"[50, 52, 58, 60, 64, 230, 240, 750, 1630, 1634, 1636, 1640, 1642, 1648, 1650, 1652]","[50, 52, 58, 60, 64, 230, 240, 750, 1630, 1634, 1636, 1640, 1642, 1648, 1650, 1652]","[50, 52, 58, 60, 64, 230, 240, 750, 1630, 1634, 1636, 1640, 1642, 1648, 1650, 1652]",[],[],[]
1M::7::information_extraction::1,1M,7,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,1,1,1,0,0,0,,[140],[140],[140],[],[],[]
1M::7::information_extraction::2,1M,7,information_extraction,EXACT_SOURCE_IDS,LIST,True,True,False,2,2,2,0,0,0,,"[179, 183]","[179, 183]","[179, 183]",[],[],[]
1M::7::instruction_following::1,1M,7,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,2,2,2,0,0,0,,"[290, 292]","[290, 292]","[290, 292]",[],[],[]
1M::7::instruction_following::2,1M,7,instruction_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[938],[938],[938],[],[],[]
1M::7::knowledge_update::1,1M,7,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[190, 288]","[190, 288]","[190, 288]",[],[],[]
1M::7::knowledge_update::2,1M,7,knowledge_update,EXACT_SOURCE_IDS,DICT,True,False,True,2,2,2,0,0,0,,"[488, 622]","[488, 622]","[488, 622]",[],[],[]
1M::7::multi_session_reasoning::1,1M,7,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,5,5,5,0,0,0,,"[40, 44, 178, 650, 656]","[40, 44, 178, 650, 656]","[40, 44, 178, 650, 656]",[],[],[]
1M::7::multi_session_reasoning::2,1M,7,multi_session_reasoning,EXACT_SOURCE_IDS,LIST,True,False,True,14,14,14,0,0,0,,"[42, 43, 186, 187, 192, 193, 194, 658, 659, 664, 665, 667, 679, 681]","[42, 43, 186, 187, 192, 193, 194, 658, 659, 664, 665, 667, 679, 681]","[42, 43, 186, 187, 192, 193, 194, 658, 659, 664, 665, 667, 679, 681]",[],[],[]
1M::7::preference_following::1,1M,7,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[222],[222],[222],[],[],[]
1M::7::preference_following::2,1M,7,preference_following,EXACT_SOURCE_IDS,LIST,True,False,False,1,1,1,0,0,0,,[518],[518],[518],[],[],[]
