priority,audit_value,file_role,feeds_published,could_contradict,path
A4_WORTH_A_LOOK,1.5,result_data,0.74,0.69,theory_benchmark_test_v1/perltqa/ckpt_11_Lu_Yun.jsonl
A5_SKIP,1.49,result_data,0.51,0.66,regen/lme/items/0ea62687.json
A5_SKIP,1.49,analysis_code,0.33,0.65,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/verify_round2.py
A5_SKIP,1.49,result_data,0.65,0.65,residual8_pilot_r1/perltqa/ckpt_11.jsonl
A5_SKIP,1.48,producer_code,0.53,0.56,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/memory.py
A5_SKIP,1.48,config_or_meta,0.6,0.66,incoming_20260916/extracted/LLMZIP_HATA_YERI_2026-09-16/LLMZIP_HATA_YERI_2026-09-16/previous/results/input_array_inventory.json
A5_SKIP,1.48,result_data,0.72,0.72,theory_benchmark_test_v1/lme/groups.json
A5_SKIP,1.47,result_data,0.65,0.56,parallel_ideas_r1/asymmetric/ckpt_lme_010.jsonl
A5_SKIP,1.47,result_data,0.41,0.66,regen/lme/items/00ca467f.json
A5_SKIP,1.47,config_or_meta,0.4,0.64,verify_top10/audit_v52_t4f0_codex_2026_08_31/conversation_inventory.csv
A5_SKIP,1.47,result_data,0.55,0.37,verify_top10/audit_v52_t4f0_restricted_refreeze_2026_08_31/gold_cardinality_distribution.csv
A5_SKIP,1.47,producer_code,0.61,0.73,verify_ok/adapters/longmemeval_v52_adapter_v2.py
A5_SKIP,1.47,result_data,0.75,0.71,theory_benchmark_test_v1/perltqa/ckpt_02_Feng_Wei.jsonl
A5_SKIP,1.46,producer_code,0.71,0.63,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/performance.py
A5_SKIP,1.46,result_data,0.62,0.55,parallel_ideas_r1/asymmetric/ckpt_lme_030.jsonl
A5_SKIP,1.46,report,0.5,0.71,agent_out/f1-audit/CODE_REVIEW.md
A5_SKIP,1.46,log_or_scratch,0.23,0.67,scratch/lv/lv_p2.py
A5_SKIP,1.46,analysis_code,0.34,0.67,scratch/lv/p1_copy_ns/task3/measure_fitted_state.py
A5_SKIP,1.46,producer_code,0.34,0.51,math_discovery_2026_09_13/bit_allocation/check_independent.py
A5_SKIP,1.45,result_data,0.63,0.64,parallel_ideas_r1/asymmetric/ckpt_lme_008.jsonl
A5_SKIP,1.45,result_data,0.63,0.58,parallel_ideas_r1/asymmetric/ckpt_lme_044.jsonl
A5_SKIP,1.45,report,0.47,0.62,verify_top10/audit_v52_t4f0_codex_2026_08_31/V52_T4F0_CODEX_INDEPENDENT_AUDIT_REPORT.md
A5_SKIP,1.44,producer_code,0.71,0.63,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/performance.py
A5_SKIP,1.44,producer_code,0.52,0.53,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/memory.py
A5_SKIP,1.43,result_data,0.62,0.57,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/latency_single_sweep.csv
A5_SKIP,1.43,result_data,0.44,0.65,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/memory_optimized.json
A5_SKIP,1.43,config_or_meta,0.32,0.63,hr-consolidation/audit_v52_t4f0_restricted_refreeze_2026_08_31/CANDIDATE_SEAL.json
A5_SKIP,1.43,config_or_meta,0.61,0.69,hr-consolidation/audit_v52_t4f0_restricted_refreeze_2026_08_31/PAYLOAD_HASHES.json
A5_SKIP,1.43,config_or_meta,0.32,0.71,scratch/lv/p1_copy_ns/task1/SOURCE_INVENTORY.json
A5_SKIP,1.42,producer_code,0.53,0.72,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/superseded_seed5101_diagnostic/build_profile_seed5101.py
A5_SKIP,1.42,producer_code,0.29,0.47,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/sources/producer_extract.json
A5_SKIP,1.42,producer_code,0.61,0.74,pilots/axis_attack_2026-09-12/round2/session_scripts/r2c_replicate.py
A5_SKIP,1.41,analysis_code,0.6,0.65,incoming_20260916b/extracted/LLMZIP_DENETIM_INCELEMESI_2026-09-16/LLMZIP_DENETIM_INCELEMESI_2026-09-16/review_saved_package.py
A5_SKIP,1.41,result_data,0.63,0.68,parallel_ideas_r1/asymmetric/ckpt_lme_007.jsonl
A5_SKIP,1.41,result_data,0.6,0.65,parallel_ideas_r1/asymmetric/ckpt_lme_029.jsonl
A5_SKIP,1.41,result_data,0.6,0.63,parallel_ideas_r1/asymmetric/ckpt_lme_036.jsonl
A5_SKIP,1.41,config_or_meta,0.32,0.68,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/02_INDEPENDENT_REVIEW_PROMPT.md
A5_SKIP,1.41,config_or_meta,0.39,0.64,verify_ok/audit_v52_t4f0_codex_2026_08_31/conversation_inventory.csv
A5_SKIP,1.41,analysis_code,0.38,0.73,pilots/axis_attack_2026-09-12/pilot_diagnostics.py
A5_SKIP,1.4,producer_code,0.71,0.53,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/native.py
A5_SKIP,1.39,producer_code,0.45,0.75,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/session_scripts/r2a.py
A5_SKIP,1.39,result_data,0.67,0.63,residual8_pilot_r1/perltqa/ckpt_16.jsonl
A5_SKIP,1.39,analysis_code,0.31,0.65,reports/scripts/lv_p2.py
A5_SKIP,1.38,config_or_meta,0.49,0.47,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/final_checks.json
A5_SKIP,1.38,result_data,0.61,0.67,parallel_ideas_r1/asymmetric/ckpt_lme_023.jsonl
A5_SKIP,1.38,config_or_meta,0.33,0.62,verify_ok/audit_v52_t4f0_restricted_refreeze_2026_08_31/CANDIDATE_SEAL.json
A5_SKIP,1.38,analysis_code,0.41,0.75,pilots/axis_attack_2026-09-12/round3/missing_analyses/m2_d2multi/d2x.py
A5_SKIP,1.37,result_data,0.48,0.48,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/final_checks.json
A5_SKIP,1.37,producer_code,0.3,0.47,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/sources/producer_extract.json
A5_SKIP,1.37,result_data,0.62,0.66,parallel_ideas_r1/asymmetric/ckpt_lme_016.jsonl
A5_SKIP,1.37,result_data,0.45,0.6,regen/lme/items/0100672e.json
A5_SKIP,1.37,producer_code,0.3,0.58,residual8_pilot_r1/coordinator/integrate_oracle.py
A5_SKIP,1.37,log_or_scratch,0.16,0.6,scratch/lv/lv_p3.py
A5_SKIP,1.37,config_or_meta,0.3,0.59,verify_top10/audit_v52_t4f0_restricted_refreeze_2026_08_31/CANDIDATE_SEAL.json
A5_SKIP,1.36,config_or_meta,0.33,0.66,scratch/lv/p1_copy_ns/task3/VERIFICATION.json
A5_SKIP,1.36,result_data,0.5,0.51,drive/V52_T4C2_same_input_proof.csv
A5_SKIP,1.35,result_data,0.33,0.64,incoming_20260916b/extracted/LLMZIP_AUDIT3_KARSI_INCELEME_2026-09-16/LLMZIP_AUDIT3_INCELEME_2026-09-16/MATH_RESULTS.json
A5_SKIP,1.35,log_or_scratch,0.4,0.72,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/superseded_seed5101_diagnostic/build_profile.json
A5_SKIP,1.35,config_or_meta,0.66,0.62,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/input_array_inventory.json
A5_SKIP,1.35,result_data,0.61,0.67,parallel_ideas_r1/asymmetric/ckpt_lme_019.jsonl
A5_SKIP,1.35,log_or_scratch,0.2,0.66,scratch/lv/p1_copy_ns/LITERATURE_ASSESSMENT_TR.md
A5_SKIP,1.35,analysis_code,0.44,0.64,verify_top10/audit_v52_t4f0_codex_2026_08_31/analyze_beam_anomalies.py
A5_SKIP,1.35,config_or_meta,0.62,0.63,drive/t4c3/V52_T4C3_INPUT_CHECKS.json
A5_SKIP,1.34,result_data,0.42,0.57,regen/lme/items/0db4c65d.json
A5_SKIP,1.34,result_data,0.45,0.62,regen/lme/items/15745da0.json
A5_SKIP,1.34,analysis_code,0.37,0.69,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/pilot_diagnostics.py
A5_SKIP,1.34,report,0.48,0.54,pilots/axis_attack_2026-09-12/round2/r2a_flip_analysis.md
A5_SKIP,1.33,log_or_scratch,0.38,0.72,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/superseded_seed5101_diagnostic/build_profile.json
A5_SKIP,1.33,producer_code,0.71,0.52,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/scripts/native.py
A5_SKIP,1.33,config_or_meta,0.24,0.45,incoming_20260916/extracted/LLMZIP_HATA_YERI_2026-09-16/LLMZIP_HATA_YERI_2026-09-16/previous/sources/producer_extract.json
A5_SKIP,1.33,result_data,0.6,0.64,parallel_ideas_r1/asymmetric/ckpt_lme_027.jsonl
A5_SKIP,1.33,report,0.29,0.42,verify_top10/audit_v52_t4f0_codex_2026_08_31/LEAKAGE_AUDIT.csv
A5_SKIP,1.33,config_or_meta,0.56,0.71,verify_ok/audit_v52_t4f0_codex_2026_08_31/representation_1M_A.json
A5_SKIP,1.33,config_or_meta,0.46,0.7,drive/t4c3/V52_T4C3_PRE_RUN_SEAL.json
A5_SKIP,1.33,log_or_scratch,0.55,0.47,drive/t4c3/V52_T4C3_sanity_checks.csv
A5_SKIP,1.32,report,0.41,0.56,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/r2a_flip_analysis.md
A5_SKIP,1.32,config_or_meta,0.31,0.65,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/conversation_inventory.csv
A5_SKIP,1.32,analysis_code,0.41,0.65,verify_ok/audit_v52_t4f0_codex_2026_08_31/analyze_beam_anomalies.py
A5_SKIP,1.31,log_or_scratch,0.23,0.52,incoming_20260916b/extracted/LLMZIP_CEZA_KONTROL_2026-09-16/LLMZIP_CEZA_KONTROL_2026-09-16/EXACT_PROOF_CHECK.json
A5_SKIP,1.31,producer_code,0.56,0.73,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/superseded_seed5101_diagnostic/build_profile_seed5101.py
A5_SKIP,1.31,result_data,0.36,0.59,regen/lme/items/0bc8ad92.json
A5_SKIP,1.31,result_data,0.25,0.5,regen/lme/items/10d9b85a.json
A5_SKIP,1.31,result_data,0.45,0.63,regen/lme/items/118b2229.json
A5_SKIP,1.31,result_data,0.49,0.68,pilots/axis_attack_2026-09-12/extra_arms.json
A5_SKIP,1.31,report,0.45,0.67,reports/verification_receipts.md
A5_SKIP,1.3,result_data,0.27,0.61,regen/lme/items/0ddfec37.json
A5_SKIP,1.3,log_or_scratch,0.35,0.6,scratch/lv/p1_copy_ns/task3/fits.csv
A5_SKIP,1.29,result_data,0.39,0.61,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/memory_optimized.json
A5_SKIP,1.29,report,0.6,0.6,regen/lme/certification_report.json
A5_SKIP,1.29,config_or_meta,0.43,0.67,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/03_VERIFY_COMMANDS.md
A5_SKIP,1.29,report,0.27,0.41,verify_ok/audit_v52_t4f0_codex_2026_08_31/LEAKAGE_AUDIT.csv
A5_SKIP,1.29,analysis_code,0.24,0.59,reports/scripts/lv_p3.py
A5_SKIP,1.28,report,0.27,0.44,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/LEAKAGE_AUDIT.csv
A5_SKIP,1.27,analysis_code,0.2,0.27,incoming_20260916b/extracted/LLMZIP_CEZA_KONTROL_2026-09-16/LLMZIP_CEZA_KONTROL_2026-09-16/verify_exact.py
A5_SKIP,1.27,result_data,0.59,0.65,parallel_ideas_r1/asymmetric/ckpt_lme_018.jsonl
A5_SKIP,1.27,producer_code,0.25,0.45,verify_top10/audit_v52_t4f0_codex_2026_08_31/materialize_pinned_beam.py
A5_SKIP,1.27,result_data,0.72,0.52,theory_benchmark_test_v1/lme/gate.json
A5_SKIP,1.26,result_data,0.61,0.59,parallel_ideas_r1/asymmetric/ckpt_lme_020.jsonl
A5_SKIP,1.26,result_data,0.38,0.57,regen/lme/items/0a34ad58.json
A5_SKIP,1.26,result_data,0.14,0.41,regen/lme/items/0e5e2d1a.json
A5_SKIP,1.26,config_or_meta,0.46,0.53,verify_ok/audit_v52_t4c3/HASH_VERIFICATION_LOG.md
A5_SKIP,1.24,result_data,0.68,0.49,theory_benchmark_test_v1/locomo/gate.json
A5_SKIP,1.22,analysis_code,0.18,0.29,incoming_20260916b/extracted/LLMZIP_AUDIT3_KARSI_INCELEME_2026-09-16/LLMZIP_AUDIT3_INCELEME_2026-09-16/verify_math.py
A5_SKIP,1.22,result_data,0.57,0.66,parallel_ideas_r1/asymmetric/ckpt_lme_031.jsonl
A5_SKIP,1.22,result_data,0.35,0.59,regen/lme/items/09d032c9.json
A5_SKIP,1.22,result_data,0.41,0.36,agent_out/f1-audit/evidence/silent_mutation_followup.json
A5_SKIP,1.22,config_or_meta,0.54,0.7,verify_top10/audit_v52_t4f0_codex_2026_08_31/representation_1M_A.json
A5_SKIP,1.21,config_or_meta,0.55,0.57,hr-consolidation/audit_v52_t4c3/HASH_VERIFICATION_LOG.md
A5_SKIP,1.21,analysis_code,0.35,0.65,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/analyze_beam_anomalies.py
A5_SKIP,1.21,log_or_scratch,0.41,0.72,pilots/axis_attack_2026-09-12/round2/r2v_r2.json
A5_SKIP,1.21,report,0.34,0.69,reports/local_verification_receipts.md
A5_SKIP,1.2,config_or_meta,0.56,0.71,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/representation_1M_B.json
A5_SKIP,1.2,config_or_meta,0.54,0.71,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/representation_500K_B.json
A5_SKIP,1.2,analysis_code,0.32,0.64,scratch/lv/p1_copy_ns/measure_representation_diagnostics.py
A5_SKIP,1.2,config_or_meta,0.54,0.55,verify_top10/audit_v52_t4c3/HASH_VERIFICATION_LOG.md
A5_SKIP,1.2,log_or_scratch,0.43,0.75,reports/01a0970b-abe9-7c00-a5a5-5c96b7be930d.json
A5_SKIP,1.19,config_or_meta,0.52,0.69,verify_ok/audit_v52_t4f0_codex_2026_08_31/representation_10M_A.json
A5_SKIP,1.18,result_data,0.44,0.62,regen/lme/items/0862e8bf.json
A5_SKIP,1.18,producer_code,0.27,0.45,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/materialize_pinned_beam.py
A5_SKIP,1.18,config_or_meta,0.55,0.7,verify_top10/audit_v52_t4f0_codex_2026_08_31/representation_1M_B.json
A5_SKIP,1.18,config_or_meta,0.53,0.7,verify_ok/audit_v52_t4f0_codex_2026_08_31/representation_500K_A.json
A5_SKIP,1.17,result_data,0.32,0.56,regen/lme/items/10e09553.json
A5_SKIP,1.17,result_data,0.32,0.53,regen/lme/items/184da446.json
A5_SKIP,1.17,config_or_meta,0.64,0.38,residual8_pilot_r1/perltqa/gate.json
A5_SKIP,1.17,config_or_meta,0.53,0.69,verify_ok/audit_v52_t4f0_codex_2026_08_31/representation_1M_B.json
A5_SKIP,1.17,config_or_meta,0.45,0.7,drive/t4d/V52_T4D_PRE_RUN_SEAL.json
A5_SKIP,1.16,producer_code,0.21,0.43,verify_ok/audit_v52_t4f0_codex_2026_08_31/materialize_pinned_beam.py
A5_SKIP,1.15,config_or_meta,0.62,0.64,incoming_20260916b/extracted/LLMZIP_CEZA_KONTROL_2026-09-16/LLMZIP_CEZA_KONTROL_2026-09-16/SHA256.json
A5_SKIP,1.15,result_data,0.24,0.53,regen/lme/items/06db6396.json
A5_SKIP,1.15,result_data,0.42,0.57,regen/lme/items/1192316e.json
A5_SKIP,1.15,config_or_meta,0.56,0.72,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/representation_1M_A.json
A5_SKIP,1.15,result_data,0.25,0.56,scratch/lv/p1_copy_ns/task3/CONTROL_RESULTS.json
A5_SKIP,1.14,config_or_meta,0.55,0.7,verify_top10/audit_v52_t4f0_codex_2026_08_31/representation_100K_B.json
A5_SKIP,1.14,config_or_meta,0.51,0.68,verify_top10/audit_v52_t4f0_codex_2026_08_31/representation_10M_B.json
A5_SKIP,1.14,config_or_meta,0.54,0.68,verify_top10/audit_v52_t4f0_codex_2026_08_31/representation_500K_A.json
A5_SKIP,1.14,log_or_scratch,0.38,0.73,pilots/axis_attack_2026-09-12/round2/r2a_r2.json
A5_SKIP,1.13,config_or_meta,0.53,0.58,incoming_20260916b/extracted/LLMZIP_DENETIM_INCELEMESI_2026-09-16/LLMZIP_DENETIM_INCELEMESI_2026-09-16/reaggregation_receipt.json
A5_SKIP,1.13,log_or_scratch,0.37,0.74,reports/muse_sessions/01a0970e-db02-7a51-a1d5-637b52ec93e4.json
A5_SKIP,1.12,config_or_meta,0.54,0.6,incoming_20260916/extracted/LLMZIP_DENETIM_INCELEMESI_2026-09-16/LLMZIP_DENETIM_INCELEMESI_2026-09-16/reaggregation_receipt.json
A5_SKIP,1.12,config_or_meta,0.54,0.72,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/representation_10M_B.json
A5_SKIP,1.12,config_or_meta,0.55,0.71,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/representation_500K_A.json
A5_SKIP,1.12,config_or_meta,0.31,0.68,scratch/lv/p1_copy_ns/LEAD_VERIFICATION.json
A5_SKIP,1.12,config_or_meta,0.53,0.7,verify_top10/audit_v52_t4f0_codex_2026_08_31/representation_100K_A.json
A5_SKIP,1.12,config_or_meta,0.52,0.71,verify_ok/audit_v52_t4f0_codex_2026_08_31/representation_100K_A.json
A5_SKIP,1.11,config_or_meta,0.44,0.62,incoming_20260916b/extracted/LLMZIP_AUDIT3_KARSI_INCELEME_2026-09-16/LLMZIP_AUDIT3_INCELEME_2026-09-16/SHA256_MANIFEST.json
A5_SKIP,1.11,config_or_meta,0.53,0.6,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/LITE_NOTE.md
A5_SKIP,1.11,config_or_meta,0.55,0.71,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/representation_100K_B.json
A5_SKIP,1.11,analysis_code,0.3,0.62,verify_ok/audit_v52_t4f0_codex_2026_08_31/audit_beam_corpus.py
A5_SKIP,1.1,result_data,0.23,0.5,regen/lme/items/031748ae.json
A5_SKIP,1.1,config_or_meta,0.56,0.72,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/representation_100K_A.json
A5_SKIP,1.1,result_data,0.38,0.59,agent_out/coord-baseline/alpha_sections.json
A5_SKIP,1.1,analysis_code,0.31,0.64,verify_top10/audit_v52_t4f0_codex_2026_08_31/audit_beam_corpus.py
A5_SKIP,1.1,config_or_meta,0.52,0.68,verify_ok/audit_v52_t4f0_codex_2026_08_31/representation_100K_B.json
A5_SKIP,1.1,result_data,0.29,0.39,drive/t4c3/V52_T4C3_continuous_invariance.csv
A5_SKIP,1.1,log_or_scratch,0.38,0.7,reports/muse_sessions/pilot_review_01a09754-f8c3.json
A5_SKIP,1.09,config_or_meta,0.42,0.65,verify_top10/audit_v52_t4f0_codex_2026_08_31/AUDIT_OUTPUT_HASHES.json
A5_SKIP,1.08,config_or_meta,0.38,0.65,scratch/lv/p2_copy/itq_haar_objective_comparison_2026_09_12/review_agent/VALIDATION.json
A5_SKIP,1.08,analysis_code,0.44,0.74,pilots/axis_attack_2026-09-12/pilot_probe.py
A5_SKIP,1.08,result_data,0.36,0.68,drive/audit_layer/conv_0.json
A5_SKIP,1.08,result_data,0.36,0.67,drive/audit_layer/conv_6.json
A5_SKIP,1.07,result_data,0.35,0.52,verify_ok/audit_v52_t4f0_codex_2026_08_31/anomaly_summary.json
A5_SKIP,1.07,result_data,0.36,0.66,drive/audit_layer/conv_1.json
A5_SKIP,1.06,result_data,0.3,0.57,regen/lme/items/08e075c7.json
A5_SKIP,1.06,config_or_meta,0.52,0.72,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/representation_10M_A.json
A5_SKIP,1.06,result_data,0.56,0.43,agent_out/f1-audit/evidence/selfcheck_three_implementations.json
A5_SKIP,1.06,result_data,0.39,0.67,drive/audit_layer/conv_4.json
A5_SKIP,1.06,result_data,0.31,0.69,drive/audit_layer/conv_9.json
A5_SKIP,1.05,log_or_scratch,0.16,0.54,scratch/lv/p1_copy_ns/itq_feasibility_synthetic.py
A5_SKIP,1.05,config_or_meta,0.53,0.69,verify_top10/audit_v52_t4f0_codex_2026_08_31/representation_10M_A.json
A5_SKIP,1.05,config_or_meta,0.53,0.7,verify_ok/audit_v52_t4f0_codex_2026_08_31/representation_500K_B.json
A5_SKIP,1.05,log_or_scratch,0.35,0.74,reports/muse_sessions/01a0970b-abe9-7c00-a5a5-5c96b7be930d.json
A5_SKIP,1.05,log_or_scratch,0.38,0.73,reports/muse_sessions/01a09734-35d7.json
A5_SKIP,1.04,config_or_meta,0.49,0.7,verify_ok/audit_v52_t4f0_codex_2026_08_31/representation_10M_B.json
A5_SKIP,1.04,log_or_scratch,0.39,0.71,reports/muse_sessions/pilot_verify_01a09754-f8c3.json
A5_SKIP,1.03,config_or_meta,0.63,0.67,incoming_20260916/extracted/LLMZIP_DENETIM_INCELEMESI_2026-09-16/LLMZIP_DENETIM_INCELEMESI_2026-09-16/MANIFEST_SHA256.json
A5_SKIP,1.03,log_or_scratch,0.31,0.6,scratch/lv/p1_copy_ns/ITQ_STORAGE_RATIOS.csv
A5_SKIP,1.03,config_or_meta,0.54,0.69,verify_top10/audit_v52_t4f0_codex_2026_08_31/representation_500K_B.json
A5_SKIP,1.03,config_or_meta,0.24,0.73,reports/drive_inventory.md
A5_SKIP,1.03,log_or_scratch,0.39,0.73,reports/muse_sessions/r2a_r2.json
A5_SKIP,1.02,analysis_code,0.31,0.63,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/audit_beam_corpus.py
A5_SKIP,1.02,result_data,0.55,0.51,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/REPRESENTATION_REPEATABILITY.csv
A5_SKIP,1.02,result_data,0.29,0.66,drive/audit_layer/conv_7.json
A5_SKIP,1.02,log_or_scratch,0.41,0.73,reports/muse_sessions/r2b_r2.json
A5_SKIP,1.01,config_or_meta,0.6,0.68,incoming_20260916b/extracted/LLMZIP_DENETIM_INCELEMESI_2026-09-16/LLMZIP_DENETIM_INCELEMESI_2026-09-16/MANIFEST_SHA256.json
A5_SKIP,1.01,result_data,0.4,0.55,regen/lme/items/06878be2.json
A5_SKIP,1.01,result_data,0.39,0.56,regen/lme/items/08f4fc43.json
A5_SKIP,1.01,log_or_scratch,0.29,0.69,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/r2v_r2.json
A5_SKIP,1.01,config_or_meta,0.4,0.69,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/AUDIT_OUTPUT_HASHES.json
A5_SKIP,1.0,producer_code,0.14,0.52,hr-consolidation/audit_v52_t4c1/repro/05_itq_orientation_probe.py
A5_SKIP,1.0,analysis_code,0.18,0.31,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/audit_representation_transfer.py
A5_SKIP,1.0,producer_code,0.17,0.59,scratch/lv/p2_copy/itq_haar_objective_comparison_2026_09_12/source/itq_feasibility_synthetic.py
A5_SKIP,0.99,result_data,0.36,0.59,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/extra_arms.json
A5_SKIP,0.99,analysis_code,0.19,0.31,verify_top10/audit_v52_t4f0_codex_2026_08_31/audit_representation_transfer.py
A5_SKIP,0.99,log_or_scratch,0.37,0.73,reports/muse_sessions/01a09725-8449.json
A5_SKIP,0.98,analysis_code,0.19,0.32,verify_ok/audit_v52_t4f0_codex_2026_08_31/audit_representation_transfer.py
A5_SKIP,0.97,result_data,0.35,0.62,incoming_20260916b/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/memory.json
A5_SKIP,0.96,log_or_scratch,0.27,0.68,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/r2d_r2.json
A5_SKIP,0.96,result_data,0.33,0.5,hr-consolidation/audit_v52_t4f0_codex_2026_08_31/anomaly_summary.json
A5_SKIP,0.96,result_data,0.54,0.4,verify_ok/audit_v52_t4f0_codex_2026_08_31/REPRESENTATION_REPEATABILITY.csv
A5_SKIP,0.96,log_or_scratch,0.41,0.73,reports/01a0970e-db02-7a51-a1d5-637b52ec93e4.json
A5_SKIP,0.94,log_or_scratch,0.3,0.69,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/round2/r2b_r2.json
A5_SKIP,0.94,producer_code,0.14,0.34,scratch/lv/p1_copy_ns/measure_shared_state_cost.py
A5_SKIP,0.94,producer_code,0.12,0.49,verify_top10/audit_v52_t4c1/repro/05_itq_orientation_probe.py
A5_SKIP,0.94,config_or_meta,0.34,0.67,verify_ok/audit_v52_t4f0_codex_2026_08_31/AUDIT_OUTPUT_HASHES.json
A5_SKIP,0.93,config_or_meta,0.65,0.71,incoming_20260916/extracted/LLMZIP_HATA_YERI_2026-09-16/LLMZIP_HATA_YERI_2026-09-16/PACKAGE_MANIFEST_SHA256.json
A5_SKIP,0.93,analysis_code,0.38,0.71,review_transfer/_ed3_lite_stage/EXTERNAL_LLM_REVIEW_AXIS_PILOT_ED3_LITE/pilots/axis_attack_2026-09-12/pilot_probe.py
A5_SKIP,0.92,result_data,0.34,0.49,regen/lme/items/07b6f563.json
A5_SKIP,0.92,result_data,0.38,0.52,verify_top10/audit_v52_t4f0_codex_2026_08_31/anomaly_summary.json
A5_SKIP,0.92,log_or_scratch,0.39,0.73,reports/muse_sessions/r2c_r2.json
A5_SKIP,0.91,config_or_meta,0.58,0.69,incoming_20260916/extracted/LLMZIP_BENCHMARK_2026-09-15/LLMZIP_BENCHMARK_2026-09-15/results/source_provenance.json
A5_SKIP,0.91,result_data,0.24,0.4,regen/lme/items/06f04340.json
A5_SKIP,0.91,result_data,0.31,0.55,regen/lme/items/0edc2aef.json
