question_id,question_type,N_archive,gold_count,reuse_count,reuse_tertile,archive_quartile,gold_stratum,float96_uncentered_any_r3,float96_uncentered_all_r3,float96_uncentered_fractional_r3,float96_centered_any_r3,float96_centered_all_r3,float96_centered_fractional_r3,sign96_centered_any_r3,sign96_centered_all_r3,sign96_centered_fractional_r3,itq96_centered_any_r3,itq96_centered_all_r3,itq96_centered_fractional_r3,sign_minus_centered_float_fractional_pp,centered_minus_uncentered_float_fractional_pp
ceb54acb,single-session-assistant,493,1,22,high,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.0,0.0
cf22b7bf,knowledge-update,550,2,20,high,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.2,0.0,0.1,50.0,0.0
d01c6aa8,temporal-reasoning,429,2,16,medium,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.35,0.0,0.0
d23cf73b,multi-session,512,4,12,low,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d24813b1,single-session-preference,485,1,13,low,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0
d3ab962e,multi-session,530,2,15,low,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.3,0.0,0.15,0.0,0.0
d52b4f67,single-session-user,479,1,17,medium,Q2,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.92,0.92,0.0,0.0
d596882b,single-session-assistant,474,1,20,high,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.67,0.67,0.0,0.0
d6062bb9,multi-session,532,2,15,low,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.38,0.0,0.19,50.0,0.0
d6233ab6,single-session-preference,437,2,22,high,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d682f1a2,multi-session,469,3,17,medium,Q1,multi-gold,1.0,0.0,0.6666666666666665,1.0,0.0,0.6666666666666665,1.0,0.0,0.33333333333333326,0.94,0.16,0.5,-33.33333333333333,0.0
d7c942c3,knowledge-update,520,2,14,low,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.95,0.0,0.475,0.0,0.0
d851d5ba,multi-session,533,4,16,medium,Q4,multi-gold,1.0,0.0,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.8,0.0,0.2725,-25.0,0.0
d905b33f,multi-session,504,2,13,low,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.4,0.0,0.2,0.0,0.0
dad224aa,knowledge-update,521,2,17,medium,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db467c8c,knowledge-update,475,2,14,low,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.2,0.0,0.1,50.0,0.0
dc439ea3,single-session-assistant,476,1,13,low,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dccbc061,single-session-user,505,1,15,low,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.0,0.0
dcfa8644,temporal-reasoning,470,2,21,high,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.91,0.4,0.655,50.0,0.0
dd2973ad,multi-session,516,2,22,high,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.27,0.0,0.0
dfde3500,knowledge-update,480,2,15,low,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
e01b8e2f,single-session-user,523,1,20,high,Q4,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e25c3b8d,multi-session,530,2,12,low,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.96,0.0,0.48,0.0,0.0
e3038f8c,multi-session,458,4,14,low,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e3fc4d6e,single-session-assistant,519,1,23,high,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
e47becba,single-session-user,550,2,18,medium,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.175,0.0,0.0,0.0,17.5,0.0
e48988bc,single-session-assistant,530,1,18,medium,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49,0.49,0.49,0.0,0.0
e493bb7c,knowledge-update,506,2,19,high,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
e4e14d04,temporal-reasoning,461,2,16,medium,Q1,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,0.755,0.0,0.0
e56a43b9,multi-session,448,2,17,medium,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.96,0.0,0.48,0.0,0.0
e6041065,multi-session,493,2,17,medium,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.56,0.01,0.285,50.0,0.0
e61a7584,knowledge-update,496,2,17,medium,Q3,multi-gold,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,50.0,-50.0
e66b632c,knowledge-update,506,2,17,medium,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.84,0.0,0.42,0.0,0.0
e831120c,multi-session,481,2,12,low,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.71,0.0,0.355,0.0,0.0
e8a79c70,single-session-assistant,483,1,17,medium,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e9327a54,single-session-assistant,533,1,22,high,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.0,0.0
e982271f,single-session-assistant,589,1,18,medium,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.92,0.92,0.0,0.0
eac54adc,temporal-reasoning,464,2,11,low,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
eac54add,temporal-reasoning,476,1,21,high,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaca4986,single-session-assistant,513,1,16,medium,Q4,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0
eace081b,knowledge-update,489,1,10,low,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ec81a493,single-session-user,495,1,15,low,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
ed4ddc30,knowledge-update,543,2,19,high,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.2,0.6,0.0,0.0
edced276,multi-session,482,3,18,medium,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4666666666666666,0.56,0.0,0.18666666666666665,46.666666666666664,0.0
eeda8a6d,multi-session,513,2,19,high,Q4,multi-gold,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.1,-50.0,50.0
ef66a6e5,multi-session,445,2,15,low,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
ef9cf60a,multi-session,522,2,21,high,Q4,multi-gold,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.4,0.0,0.2,0.0,50.0
efc3f7c2,multi-session,497,2,19,high,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0853d11,temporal-reasoning,500,2,18,medium,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.55,0.0,0.275,50.0,0.0
f0e564bc,multi-session,508,2,17,medium,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.2,0.0,0.1,50.0,0.0
f35224e0,multi-session,515,2,20,high,Q4,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.89,0.27,0.58,-100.0,0.0
f4f1d8a4,single-session-user,585,1,17,medium,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.35,0.35,0.0,0.0
f523d9fe,single-session-assistant,484,1,20,high,Q2,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
f685340e,knowledge-update,424,2,11,low,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.91,0.0,0.455,50.0,0.0
f8c5f88b,single-session-user,487,1,8,low,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4,0.4,0.4,100.0,0.0
f9e8c073,knowledge-update,504,2,22,high,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.8,0.0,0.4,0.0,0.0
faba32e5,single-session-user,473,1,17,medium,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
fca70973,single-session-preference,442,1,20,high,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fca762bc,single-session-assistant,459,1,12,low,Q1,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
fea54f57,single-session-assistant,527,1,17,medium,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
gpt4_0a05b494,temporal-reasoning,506,2,17,medium,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.07,0.235,0.0,0.0
gpt4_0b2f1d21,temporal-reasoning,497,2,18,medium,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.135,0.0,0.0
gpt4_15e38248,multi-session,470,5,11,low,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_18c2b244,temporal-reasoning,495,3,12,low,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666665,0.6,0.0,0.26,66.66666666666666,0.0
gpt4_1916e0ea,temporal-reasoning,533,2,21,high,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.225,0.2,0.11,0.155,22.5,0.0
gpt4_194be4b3,multi-session,474,4,13,low,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_1a1dc16d,temporal-reasoning,453,2,17,medium,Q1,multi-gold,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.255,-50.0,50.0
gpt4_1d4ab0c9,temporal-reasoning,483,2,15,low,Q2,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.2,0.4,0.0,0.0
gpt4_1d80365e,temporal-reasoning,517,2,18,medium,Q4,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
gpt4_1e4a8aeb,temporal-reasoning,479,2,14,low,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,50.0,0.0
gpt4_1e4a8aec,temporal-reasoning,498,1,23,high,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_213fd887,temporal-reasoning,446,2,15,low,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
gpt4_21adecb5,temporal-reasoning,511,2,7,low,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0
gpt4_2312f94c,temporal-reasoning,467,2,11,low,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,50.0,0.0
gpt4_2487a7cb,temporal-reasoning,495,2,18,medium,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0
gpt4_2655b836,temporal-reasoning,465,2,14,low,Q1,multi-gold,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0.91,0.0,0.455,0.0,-50.0
gpt4_2ba83207,multi-session,502,4,7,low,Q3,multi-gold,1.0,0.0,0.25,1.0,0.0,0.25,1.0,0.0,0.5,0.89,0.0,0.285,25.0,0.0
gpt4_2c50253f,temporal-reasoning,591,2,21,high,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.48,0.0,0.24,0.0,0.0
gpt4_2d58bcd6,temporal-reasoning,483,2,16,medium,Q2,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.0,0.0
gpt4_2f56ae70,temporal-reasoning,458,3,12,low,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_2f584639,temporal-reasoning,472,2,17,medium,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0
gpt4_2f8be40d,multi-session,474,3,17,medium,Q1,multi-gold,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,0.03,0.0,0.01,0.0,0.0
gpt4_2f91af09,multi-session,515,3,22,high,Q4,multi-gold,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,0.85,0.0,0.2833333333333333,0.0,0.0
gpt4_31ff4165,multi-session,457,6,15,low,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.03333333333333333,0.0,0.0
gpt4_372c3eed,multi-session,465,3,12,low,Q1,multi-gold,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,0.71,0.0,0.4,0.0,0.0
gpt4_385a5000,temporal-reasoning,493,2,20,high,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.8,0.11,0.455,50.0,0.0
gpt4_45189cb4,temporal-reasoning,501,3,17,medium,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.13333333333333333,0.0,0.0
gpt4_468eb063,temporal-reasoning,498,1,13,low,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0
gpt4_468eb064,temporal-reasoning,460,1,13,low,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_483dd43c,temporal-reasoning,532,2,11,low,Q4,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,0.825,1.0,0.8,0.9,-17.500000000000004,0.0
gpt4_4929293a,temporal-reasoning,486,2,16,medium,Q2,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.775,1.0,0.31,0.655,-22.499999999999996,0.0
gpt4_4929293b,temporal-reasoning,469,1,13,low,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_4cd9eba1,temporal-reasoning,500,2,13,low,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.2,0.6,50.0,0.0
gpt4_4edbafa2,temporal-reasoning,460,2,10,low,Q1,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.0,0.0
gpt4_4ef30696,temporal-reasoning,520,2,13,low,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
gpt4_4fc4f797,temporal-reasoning,472,2,16,medium,Q1,multi-gold,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.2,0.6,-50.0,50.0
gpt4_5438fa52,temporal-reasoning,513,2,18,medium,Q4,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.2,-50.0,0.0
gpt4_5501fe77,multi-session,516,3,17,medium,Q4,multi-gold,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,1.0,0.0,0.6666666666666665,0.4,0.0,0.13333333333333333,33.33333333333333,0.0
gpt4_59149c77,temporal-reasoning,484,2,19,high,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.8,0.0,0.0,0.0,80.0,0.0
gpt4_59149c78,temporal-reasoning,497,1,20,high,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_59c863d7,multi-session,481,5,10,low,Q2,multi-gold,1.0,0.0,0.4,1.0,0.0,0.4,1.0,0.0,0.2,1.0,0.0,0.26,-20.0,0.0
gpt4_5dcc0aab,temporal-reasoning,547,1,15,low,Q4,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0
gpt4_61e13b3c,temporal-reasoning,467,2,14,low,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.8,0.0,0.4,50.0,0.0
gpt4_65aabe59,temporal-reasoning,452,3,13,low,Q1,multi-gold,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0
gpt4_68e94287,temporal-reasoning,491,2,18,medium,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.2,0.0,0.1,50.0,0.0
gpt4_68e94288,temporal-reasoning,459,1,10,low,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_6dc9b45b,temporal-reasoning,565,1,14,low,Q4,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.36,0.36,0.36,100.0,0.0
gpt4_6ed717ea,temporal-reasoning,489,2,12,low,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.4,0.0,0.2,0.0,0.0
gpt4_70e84552,temporal-reasoning,467,2,22,high,Q1,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.8,0.0,0.0
gpt4_731e37d7,multi-session,525,4,16,medium,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_74aed68e,temporal-reasoning,480,2,20,high,Q2,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
gpt4_76048e76,temporal-reasoning,482,2,14,low,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.85,0.33,0.0,0.165,85.0,0.0
gpt4_78cf46a3,temporal-reasoning,505,2,13,low,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
gpt4_7a0daae1,temporal-reasoning,561,2,30,high,Q4,multi-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.0,0.175,0.0,0.0
gpt4_7abb270c,temporal-reasoning,467,6,11,low,Q1,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666663,0.2,0.0,0.03333333333333333,16.666666666666664,0.0
gpt4_7bc6cf22,temporal-reasoning,519,1,12,low,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.0,0.0
gpt4_7ca326fa,temporal-reasoning,516,3,15,low,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666665,0.6,0.0,0.2,66.66666666666666,0.0
gpt4_7ddcf75f,temporal-reasoning,480,1,22,high,Q2,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
gpt4_7de946e7,temporal-reasoning,533,2,13,low,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.2,0.0,0.1,50.0,0.0
gpt4_7f6b06db,temporal-reasoning,558,3,20,high,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.06666666666666667,0.0,0.0
gpt4_7fce9456,multi-session,497,6,13,low,Q3,multi-gold,1.0,0.0,0.16666666666666663,1.0,0.0,0.16666666666666663,1.0,0.0,0.16666666666666663,1.0,0.0,0.16666666666666663,0.0,0.0
gpt4_8279ba02,temporal-reasoning,489,1,20,high,Q2,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0
gpt4_8279ba03,temporal-reasoning,500,1,14,low,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_85da3956,temporal-reasoning,505,1,25,high,Q3,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
gpt4_88806d6e,temporal-reasoning,493,2,19,high,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_8c8961ae,temporal-reasoning,485,2,16,medium,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.8,0.0,0.4,0.0,0.0
gpt4_8e165409,temporal-reasoning,480,2,12,low,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.85,0.0,0.425,0.0,0.0
gpt4_93159ced,temporal-reasoning,444,3,11,low,Q1,multi-gold,1.0,0.0,0.33333333333333326,1.0,0.0,0.33333333333333326,1.0,0.0,0.5333333333333333,0.6,0.0,0.33333333333333326,20.000000000000007,0.0
gpt4_93f6379c,temporal-reasoning,445,2,21,high,Q1,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0
gpt4_98f46fc6,temporal-reasoning,490,2,23,high,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0
gpt4_9a159967,temporal-reasoning,470,3,16,medium,Q1,multi-gold,1.0,0.0,0.6666666666666665,1.0,0.0,0.6666666666666665,0.0,0.0,0.0,1.0,0.0,0.4833333333333333,-66.66666666666666,0.0
gpt4_a1b77f9c,temporal-reasoning,498,6,17,medium,Q3,multi-gold,1.0,0.0,0.16666666666666663,1.0,0.0,0.16666666666666663,1.0,0.0,0.33333333333333326,1.0,0.0,0.26666666666666666,16.666666666666664,0.0
gpt4_a2d1d1f6,temporal-reasoning,476,1,17,medium,Q2,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
gpt4_a56e767c,multi-session,477,6,13,low,Q2,multi-gold,1.0,0.0,0.16666666666666663,1.0,0.0,0.16666666666666663,1.0,0.0,0.16666666666666663,1.0,0.0,0.16666666666666663,0.0,0.0
gpt4_ab202e7f,multi-session,481,5,18,medium,Q2,multi-gold,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.4,0.7,0.0,0.14,20.0,0.0
gpt4_af6db32f,temporal-reasoning,476,1,15,low,Q2,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,0.65,0.65,0.0,0.0
gpt4_b0863698,temporal-reasoning,457,1,13,low,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0
gpt4_b4a80587,temporal-reasoning,542,2,19,high,Q4,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_b5700ca0,temporal-reasoning,500,1,25,high,Q3,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_b5700ca9,temporal-reasoning,537,1,16,medium,Q4,one-gold,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
gpt4_c27434e8,temporal-reasoning,500,2,23,high,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.6,0.0,0.3,0.0,0.0
gpt4_cd90e484,temporal-reasoning,508,2,16,medium,Q3,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.71,0.0,0.355,50.0,0.0
gpt4_d12ceb0e,multi-session,477,3,16,medium,Q2,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_d31cdae3,temporal-reasoning,480,2,23,high,Q2,multi-gold,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.6,0.0,0.3,50.0,0.0
gpt4_d6585ce8,temporal-reasoning,491,5,14,low,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.12,0.0,0.0,0.0,12.0,0.0
gpt4_d6585ce9,temporal-reasoning,438,1,15,low,Q1,one-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt4_d84a3211,multi-session,495,4,20,high,Q3,multi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
